Analyte Name,Sample ID,Sample Type,Control Level,Patient ID,Expected Value,Result,Unit,Run Date,Instrument,Operator,Batch ID,QC Flag
WBC,P0002,PATIENT,,PAT0002,,9.6,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0003,PATIENT,,PAT0003,,3.7,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0004,PATIENT,,PAT0004,,7.3,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0005,PATIENT,,PAT0005,,6.8,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0006,PATIENT,,PAT0006,,7.7,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0007,PATIENT,,PAT0007,,7.8,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0008,PATIENT,,PAT0008,,6.6,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0009,PATIENT,,PAT0009,,10.5,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0010,PATIENT,,PAT0010,,27.1,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0011,PATIENT,,PAT0011,,26.9,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0012,PATIENT,,PAT0012,,8.3,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0013,PATIENT,,PAT0013,,9.0,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0014,PATIENT,,PAT0014,,6.4,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0015,PATIENT,,PAT0015,,9.3,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0016,PATIENT,,PAT0016,,9.4,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0017,PATIENT,,PAT0017,,8.2,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0018,PATIENT,,PAT0018,,11.2,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0019,PATIENT,,PAT0019,,7.9,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0020,PATIENT,,PAT0020,,4.9,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0021,PATIENT,,PAT0021,,6.4,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0022,PATIENT,,PAT0022,,4.9,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0023,PATIENT,,PAT0023,,9.4,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0024,PATIENT,,PAT0024,,9.7,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0025,PATIENT,,PAT0025,,8.0,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0026,PATIENT,,PAT0026,,4.4,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0027,PATIENT,,PAT0027,,8.5,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0028,PATIENT,,PAT0028,,6.1,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0029,PATIENT,,PAT0029,,5.7,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0030,PATIENT,,PAT0030,,7.2,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0031,PATIENT,,PAT0031,,1.3,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0032,PATIENT,,PAT0032,,7.3,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0033,PATIENT,,PAT0033,,8.7,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0034,PATIENT,,PAT0034,,8.0,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0035,PATIENT,,PAT0035,,6.5,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0036,PATIENT,,PAT0036,,8.2,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0037,PATIENT,,PAT0037,,9.6,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0038,PATIENT,,PAT0038,,10.7,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0039,PATIENT,,PAT0039,,7.5,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0040,PATIENT,,PAT0040,,8.9,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0041,PATIENT,,PAT0041,,7.9,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0042,PATIENT,,PAT0042,,5.9,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0043,PATIENT,,PAT0043,,9.1,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0044,PATIENT,,PAT0044,,7.0,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0045,PATIENT,,PAT0045,,8.6,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0046,PATIENT,,PAT0046,,9.3,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0047,PATIENT,,PAT0047,,15.1,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0048,PATIENT,,PAT0048,,8.0,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0049,PATIENT,,PAT0049,,6.8,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0050,PATIENT,,PAT0050,,9.2,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0051,PATIENT,,PAT0051,,11.2,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0052,PATIENT,,PAT0052,,7.8,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0053,PATIENT,,PAT0053,,7.0,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0054,PATIENT,,PAT0054,,6.9,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0055,PATIENT,,PAT0055,,7.5,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0056,PATIENT,,PAT0056,,8.6,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0057,PATIENT,,PAT0057,,6.3,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0058,PATIENT,,PAT0058,,9.5,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0059,PATIENT,,PAT0059,,8.7,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0060,PATIENT,,PAT0060,,6.6,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0061,PATIENT,,PAT0061,,20.7,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0062,PATIENT,,PAT0062,,10.4,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0063,PATIENT,,PAT0063,,8.3,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0064,PATIENT,,PAT0064,,18.7,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0065,PATIENT,,PAT0065,,7.7,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0066,PATIENT,,PAT0066,,7.1,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0067,PATIENT,,PAT0067,,10.1,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0068,PATIENT,,PAT0068,,9.0,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0069,PATIENT,,PAT0069,,10.6,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0070,PATIENT,,PAT0070,,9.4,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0071,PATIENT,,PAT0071,,5.5,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0072,PATIENT,,PAT0072,,8.4,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0073,PATIENT,,PAT0073,,5.5,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0074,PATIENT,,PAT0074,,7.4,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0075,PATIENT,,PAT0075,,7.1,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0076,PATIENT,,PAT0076,,4.4,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0077,PATIENT,,PAT0077,,9.6,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0078,PATIENT,,PAT0078,,3.6,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0079,PATIENT,,PAT0079,,5.6,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0080,PATIENT,,PAT0080,,----,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,FALSE
WBC,P0081,PATIENT,,PAT0081,,24.6,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0082,PATIENT,,PAT0082,,22.2,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0083,PATIENT,,PAT0083,,8.7,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0084,PATIENT,,PAT0084,,6.8,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0085,PATIENT,,PAT0085,,6.2,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0086,PATIENT,,PAT0086,,5.6,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0087,PATIENT,,PAT0087,,8.7,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0088,PATIENT,,PAT0088,,6.6,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0089,PATIENT,,PAT0089,,5.6,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0090,PATIENT,,PAT0090,,8.4,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0091,PATIENT,,PAT0091,,8.5,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0092,PATIENT,,PAT0092,,6.3,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0093,PATIENT,,PAT0093,,9.0,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0094,PATIENT,,PAT0094,,8.6,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0095,PATIENT,,PAT0095,,5.4,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0096,PATIENT,,PAT0096,,6.8,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0097,PATIENT,,PAT0097,,5.8,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0098,PATIENT,,PAT0098,,7.9,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,FALSE
WBC,P0099,PATIENT,,PAT0099,,15.6,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0100,PATIENT,,PAT0100,,7.1,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0101,PATIENT,,PAT0101,,6.7,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0102,PATIENT,,PAT0102,,8.7,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0103,PATIENT,,PAT0103,,6.7,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0104,PATIENT,,PAT0104,,10.7,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0105,PATIENT,,PAT0105,,9.4,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0106,PATIENT,,PAT0106,,1.7,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0107,PATIENT,,PAT0107,,9.0,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0108,PATIENT,,PAT0108,,7.7,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0109,PATIENT,,PAT0109,,9.0,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0110,PATIENT,,PAT0110,,5.6,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0111,PATIENT,,PAT0111,,8.5,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0112,PATIENT,,PAT0112,,11.1,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0113,PATIENT,,PAT0113,,9.1,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0114,PATIENT,,PAT0114,,4.9,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0115,PATIENT,,PAT0115,,7.8,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0116,PATIENT,,PAT0116,,7.9,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0117,PATIENT,,PAT0117,,6.5,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0118,PATIENT,,PAT0118,,9.5,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0119,PATIENT,,PAT0119,,9.8,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0120,PATIENT,,PAT0120,,7.9,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0121,PATIENT,,PAT0121,,2.1,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0122,PATIENT,,PAT0122,,8.3,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0123,PATIENT,,PAT0123,,6.7,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0124,PATIENT,,PAT0124,,7.3,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0125,PATIENT,,PAT0125,,8.6,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0126,PATIENT,,PAT0126,,26.1,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0127,PATIENT,,PAT0127,,5.6,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0128,PATIENT,,PAT0128,,4.1,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0129,PATIENT,,PAT0129,,27.0,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0130,PATIENT,,PAT0130,,7.5,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0131,PATIENT,,PAT0131,,6.3,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0132,PATIENT,,PAT0132,,7.3,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0133,PATIENT,,PAT0133,,9.1,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0134,PATIENT,,PAT0134,,5.9,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0135,PATIENT,,PAT0135,,8.8,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0136,PATIENT,,PAT0136,,7.5,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0137,PATIENT,,PAT0137,,8.4,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0138,PATIENT,,PAT0138,,7.8,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0139,PATIENT,,PAT0139,,6.9,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0140,PATIENT,,PAT0140,,8.0,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0141,PATIENT,,PAT0141,,8.9,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0142,PATIENT,,PAT0142,,2.2,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0143,PATIENT,,PAT0143,,5.7,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0144,PATIENT,,PAT0144,,8.0,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0145,PATIENT,,PAT0145,,6.8,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0146,PATIENT,,PAT0146,,3.9,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0147,PATIENT,,PAT0147,,5.9,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0148,PATIENT,,PAT0148,,7.3,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0149,PATIENT,,PAT0149,,1.8,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0150,PATIENT,,PAT0150,,5.9,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0151,PATIENT,,PAT0151,,5.9,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0152,PATIENT,,PAT0152,,6.3,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0153,PATIENT,,PAT0153,,4.5,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0154,PATIENT,,PAT0154,,9.2,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0155,PATIENT,,PAT0155,,7.6,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0156,PATIENT,,PAT0156,,10.2,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0157,PATIENT,,PAT0157,,9.1,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0158,PATIENT,,PAT0158,,5.8,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0159,PATIENT,,PAT0159,,5.2,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0160,PATIENT,,PAT0160,,6.4,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0161,PATIENT,,PAT0161,,8.8,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0162,PATIENT,,PAT0162,,8.1,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0163,PATIENT,,PAT0163,,10.0,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
WBC,P0164,PATIENT,,PAT0164,,6.4,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P08,TRUE
WBC,P0165,PATIENT,,PAT0165,,9.8,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P09,TRUE
WBC,P0166,PATIENT,,PAT0166,,7.4,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P10,TRUE
WBC,P0167,PATIENT,,PAT0167,,6.2,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P11,TRUE
WBC,P0168,PATIENT,,PAT0168,,5.6,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P12,TRUE
WBC,P0169,PATIENT,,PAT0169,,7.6,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P01,TRUE
WBC,P0170,PATIENT,,PAT0170,,10.2,10^3/µL,2026-08-11,XN-550,K. Sharma,CB-2026-08-P02,TRUE
WBC,P0171,PATIENT,,PAT0171,,7.8,10^3/µL,2026-08-12,XN-1000,P. Iyer,CB-2026-08-P03,TRUE
WBC,P0172,PATIENT,,PAT0172,,6.5,10^3/µL,2026-08-13,XN-550,K. Sharma,CB-2026-08-P04,TRUE
WBC,P0173,PATIENT,,PAT0173,,3.7,10^3/µL,2026-08-14,XN-1000,P. Iyer,CB-2026-08-P05,TRUE
WBC,P0174,PATIENT,,PAT0174,,26.2,10^3/µL,2026-08-15,XN-550,K. Sharma,CB-2026-08-P06,TRUE
WBC,P0175,PATIENT,,PAT0175,,3.6,10^3/µL,2026-08-10,XN-1000,P. Iyer,CB-2026-08-P07,TRUE
